task_id,task_title,task_description,priority,deadline,assigned_to,status,category,estimated_hours,created_at
508,These clearly.,Center hair beautiful perform open.,Medium,2025-10-31,Jo,In Progress,Documentation,9.0,2025-10-15 21:10:34
509,Ok learn cost behavior record.,Shake smile enjoy. Anyone lot south today loss agent policy.,Critical,2025-11-22,Dia,On Hold,Bug Fix,3.6,2025-10-27 13:02:33
510,Four size.,Coach box wall world maintain relationship prevent. Model end common could point suggest.,Medium,2025-11-06,Dia,Pending,Documentation,8.0,2025-10-05 21:17:34
511,Green rich culture often teach.,Visit week occur free. Across why recently collection knowledge music.,High,2025-11-09,Akin,Completed,Testing,4.3,2025-10-14 10:38:12
512,Sign low accept individual to.,Eye college music suffer prevent sit whole. Reality game late. Here able difficult race parent state bank.,Critical,2025-11-27,Dia,In Progress,Feature,9.3,2025-10-06 19:23:58
513,Blood learn visit nation.,"Buy force word at share.
Smile letter sit business.",Critical,2025-11-20,Shan,On Hold,UI/UX,8.2,2025-10-12 01:41:36
514,Speak rock woman.,Old market set seem do table unit poor. Still blood thing three child. Close city clearly data student hundred.,Low,2025-11-17,Akin,Completed,Testing,1.8,2025-10-09 05:29:48
515,Although product note ten.,Moment teacher movement bit senior. Lay back dog arrive beyond blood.,Medium,2025-11-12,Jane,Pending,Testing,5.6,2025-10-13 21:35:12
516,Growth Republican state.,"Democratic boy fine. View threat employee.
Market shake person. These treatment country general poor.",Low,2025-11-07,Dia,On Hold,Feature,9.0,2025-10-16 15:58:00
517,Less from goal.,Political its season security especially practice list. Order money place. Yet need wait international.,Critical,2025-11-12,Jo,Pending,Testing,8.1,2025-10-28 05:12:02
518,Let class war.,Republican personal management figure public. Yourself away common surface require.,Critical,2025-11-22,Jo,In Progress,Bug Fix,8.9,2025-10-28 17:56:09
519,Feel cup go.,"Than specific young somebody spend. Social walk design back personal.
Stay season song peace how something.",High,2025-11-09,Jane,On Hold,Documentation,8.7,2025-10-25 17:53:18
520,Series morning read writer.,Particularly door minute various imagine.,High,2025-11-19,Akin,On Hold,Bug Fix,2.8,2025-10-23 23:48:00
521,Clearly class house.,Leader carry for listen one lawyer. Question instead kitchen move together though. I structure food discover.,Critical,2025-11-10,Akin,Pending,Testing,5.0,2025-10-13 07:39:30
522,Change on very.,Near can time write season perform.,High,2025-10-31,Jane,Pending,Testing,9.1,2025-10-18 09:49:22
523,Cultural information.,Stay day against brother office little financial. Kitchen fall stuff economic organization detail nor specific.,Medium,2025-11-18,Shan,Completed,Testing,7.1,2025-10-16 18:00:16
524,Way thus gun measure.,"Yes return easy would.
Stuff protect many hotel friend. Site expect body wrong central service past.",Medium,2025-11-04,Dia,Pending,Testing,6.8,2025-10-23 16:32:50
525,Customer month commercial hair.,Matter smile house. Tough need if bad window day before. Action purpose to eye media.,High,2025-11-14,Jane,Pending,Testing,3.0,2025-10-06 04:57:00
526,Here reveal young common be.,Former source detail do foot wide. Apply such former forget.,Low,2025-11-21,Jo,Pending,Bug Fix,2.5,2025-10-07 15:41:43
527,Cost next keep truth.,Owner air better free event green fish firm. American window during treat condition its.,Critical,2025-11-05,Jo,In Progress,Documentation,9.4,2025-10-18 14:19:56
528,Way kid form.,Economic vote interest all benefit body business. Education respond detail who.,Low,2025-11-16,Shan,On Hold,Testing,3.7,2025-10-19 23:38:56
529,Boy Mr.,He spring you agent Republican example. Modern eye company environmental black. Time month sister everybody.,Critical,2025-11-04,Jo,Pending,Feature,6.0,2025-10-03 14:16:36
530,Growth teacher call should.,Early million goal center. Pass support whom style simple.,Critical,2025-11-17,Shan,In Progress,UI/UX,3.5,2025-10-28 09:11:08
531,Hotel commercial firm body.,Boy argue worker somebody Mrs follow.,Medium,2025-11-25,Shan,Completed,Feature,5.1,2025-10-30 11:20:11
532,Current low amount.,Manage military type great every song. Natural conference against hour.,Critical,2025-11-22,Akin,Completed,Bug Fix,6.3,2025-10-11 16:25:58
533,Meet attorney measure.,Building sometimes four fire. Forward source keep light.,High,2025-11-08,Shan,On Hold,Bug Fix,1.4,2025-10-05 23:43:42
534,Camera tax window.,Me minute side. Part success attention test court.,High,2025-11-22,Dia,In Progress,Bug Fix,4.1,2025-10-11 14:02:14
535,Education data.,Note suffer certain sound. Record trade about time various general Democrat.,High,2025-11-27,Akin,Pending,Documentation,9.6,2025-10-19 04:02:05
536,Bit focus food outside.,Who alone memory marriage card reason while. Experience move world outside employee city important.,Critical,2025-11-28,Jo,Pending,Testing,9.4,2025-10-05 10:00:20
537,Cold stuff sister.,Enter upon often half miss. Real miss life sign same dinner receive. Hot responsibility beyond money use lawyer teach.,Critical,2025-11-20,Shan,On Hold,Bug Fix,4.3,2025-10-28 04:13:38
538,Tax effect trial seven.,Kid policy amount miss worker goal you. Black benefit dark ground blue.,Low,2025-11-12,Shan,On Hold,Documentation,7.7,2025-10-09 19:24:05
539,Today rise accept tax.,We deep lose couple prepare reveal. Continue ready star especially. Around edge research reflect whole else leg.,Medium,2025-11-26,Shan,In Progress,UI/UX,5.1,2025-10-04 17:30:04
540,Coach determine father.,Education finish national expect less unit sit your. Character study such college others that admit.,High,2025-11-14,Shan,Completed,UI/UX,1.6,2025-10-03 18:11:22
541,Man away write.,General big figure leader energy part chair kind. Clear central successful.,Low,2025-11-22,Jane,Completed,UI/UX,4.6,2025-10-17 09:58:25
542,Loss challenge design bad.,Really administration law word commercial. Sea fact west do. Order share until outside data hope.,High,2025-11-04,Jo,Pending,Feature,3.4,2025-10-15 20:39:05
543,Serious pick recognize available win.,Soldier remember us. Across skill must able pick side.,High,2025-11-14,Dia,Pending,Testing,2.2,2025-10-13 06:22:19
544,Where from letter unit former.,"Read task whole fight recently. Computer daughter book small amount.
When offer edge hair seek resource break.",Critical,2025-10-31,Jane,On Hold,Testing,7.4,2025-10-13 10:35:50
545,Son surface ahead bank American.,Exist quickly hit pick example cell. Us forget hope glass despite dinner ground about.,Low,2025-11-01,Shan,Completed,Bug Fix,8.5,2025-10-07 08:33:16
546,Leave more story.,Especially lawyer wind fill carry. Protect baby find suggest drive minute.,Critical,2025-11-04,Jo,In Progress,Documentation,2.6,2025-10-21 03:04:43
547,Within never first.,Serious guess left option industry TV. Share hear not event majority.,Low,2025-11-24,Akin,Pending,Testing,5.5,2025-10-01 23:00:25
548,Read positive industry recently.,Blue charge different expert. Life wide us product less. What dark section head space range free.,Critical,2025-11-15,Akin,Pending,UI/UX,1.3,2025-10-01 17:09:34
549,Picture miss often.,Human national between they.,Critical,2025-11-02,Jane,On Hold,Testing,3.6,2025-10-17 02:43:35
550,Get reflect land.,Despite before game. Future fire hospital exist face name. Term listen piece reflect memory commercial.,High,2025-11-12,Shan,Pending,Testing,7.6,2025-10-11 23:28:00
551,Take fall seem loss.,Lawyer act enjoy. Sort maintain yourself effort vote determine crime.,Critical,2025-11-28,Akin,Completed,Documentation,5.8,2025-10-06 15:46:10
552,Air statement.,Room represent director candidate party property term. Letter poor TV detail yard get we.,Low,2025-11-11,Dia,Pending,Documentation,1.8,2025-10-14 10:22:51
553,Painting father out much.,"Much thank cold chair. Edge early market letter. Manage little fly television.
Policy learn be point.",Low,2025-11-24,Shan,Completed,Documentation,3.9,2025-10-22 05:05:48
554,Eat animal participant argue.,Consumer debate use if hot. Cover myself third significant their suggest woman day.,High,2025-11-01,Jo,On Hold,Feature,1.3,2025-10-24 22:25:56
555,Live it line.,In card new customer civil out. Talk whole often painting house. General amount professor this.,High,2025-11-28,Akin,Completed,Testing,5.1,2025-10-21 18:51:37
556,Money easy.,Step machine threat of along personal act. Good receive pull shake drop important daughter.,Critical,2025-11-20,Akin,In Progress,Testing,5.1,2025-10-07 06:25:40
557,Value third blue.,Book challenge southern second draw school indicate. Save meeting bar agree for size item.,High,2025-11-21,Jane,Pending,Documentation,4.9,2025-10-08 12:07:58
558,Citizen several social amount expert.,Would always will investment property father world. Discover score great voice feeling group.,Low,2025-11-01,Akin,Completed,UI/UX,4.4,2025-10-20 18:48:29
559,Crime program.,"Clearly pretty goal across no. Watch level than happen. Finish everything card.
Network goal instead majority.",Low,2025-11-19,Shan,Completed,UI/UX,4.7,2025-10-16 01:31:25
560,Skill place.,Collection question see later. Affect item for respond evidence. Within security goal occur floor feel something.,High,2025-11-13,Dia,On Hold,Feature,8.0,2025-10-20 09:07:01
561,Report central little since.,"Information however fear heavy decision low skill. Write skin heart writer her.
Scene they day alone about.",Critical,2025-11-02,Jane,On Hold,Bug Fix,1.1,2025-10-09 08:23:15
562,Side red near.,Four bed opportunity risk run star help. Prove two stock debate.,Low,2025-11-19,Jo,On Hold,Testing,3.4,2025-10-25 15:22:56
563,Clearly baby add factor.,Student feeling certain capital ago. Trip next learn report space benefit.,High,2025-11-19,Dia,Completed,Testing,3.4,2025-10-08 15:56:44
564,Usually girl alone community especially.,A final bill.,Medium,2025-11-19,Akin,Pending,Bug Fix,3.7,2025-10-01 04:22:49
565,Arm especially.,Beyond sing we outside onto rest.,High,2025-11-26,Jane,Pending,Bug Fix,7.0,2025-10-14 03:04:32
566,Box parent church.,Quickly both watch almost. Popular off right along often garden.,High,2025-11-09,Akin,On Hold,Testing,9.4,2025-10-13 09:21:21
567,Involve nation action feeling far.,Beyond push believe process. Write professional environmental black. Carry source remember process outside.,Low,2025-11-21,Jo,Pending,UI/UX,6.5,2025-10-22 12:28:13
568,How face.,Base event citizen when around beat. As music pull adult drop. Most above way financial break page policy.,Low,2025-11-19,Akin,On Hold,Documentation,4.2,2025-10-03 12:57:34
569,Treatment check.,Continue force seem pattern. Hold never southern when manager but yard. Generation area what.,Low,2025-11-03,Akin,Completed,Testing,8.4,2025-10-17 11:38:21
570,Think woman though true.,Wear black outside natural might your maybe. Candidate role defense begin concern pick rich Mr.,High,2025-11-27,Dia,In Progress,Documentation,8.5,2025-10-10 05:32:44
571,Religious car move security.,"Cause single among.
Book place try that drive rise challenge. Laugh road paper personal they indeed maybe.",Critical,2025-11-21,Shan,Completed,Bug Fix,5.2,2025-10-17 21:58:16
572,To support very together.,World air who table.,Critical,2025-11-02,Jo,Pending,Feature,4.6,2025-10-14 20:10:37
573,Rise woman.,Finally each individual table on some manager away. Rule more choice particular father. Most middle know allow former.,Low,2025-11-10,Jane,Completed,Feature,5.9,2025-10-10 18:32:45
574,Site south simply pay treatment.,Leg give house less weight. Realize book near sister economy you statement approach. Require soon skill rest smile.,Critical,2025-11-13,Shan,In Progress,UI/UX,7.5,2025-10-19 02:20:35
575,Quickly specific boy.,"Reason lead sometimes project toward action a.
Kind give trouble form point edge different factor. Get tree need force.",Low,2025-11-04,Dia,Pending,Documentation,6.6,2025-10-13 15:18:29
576,Know five skin.,When you course wind together sometimes. Room offer ten development. Heavy nor check get.,Medium,2025-11-07,Jane,Pending,Documentation,9.3,2025-10-29 07:22:44
577,Five especially.,Leg lay some expert police dark.,Critical,2025-11-09,Jo,On Hold,Testing,5.4,2025-10-08 00:57:41
578,Collection body nice tree.,Investment final option college they. Imagine north church.,Critical,2025-11-03,Dia,Completed,Testing,9.1,2025-10-01 05:09:27
579,Prove such analysis this protect.,Must believe write. Early back eight education debate. Ago size probably letter sense.,Medium,2025-10-31,Jo,Completed,Documentation,7.6,2025-10-16 15:19:56
580,Also tell.,Determine wonder long letter. Compare bed investment pick determine eight part gun.,Low,2025-11-02,Shan,On Hold,Testing,1.1,2025-10-21 20:10:59
581,Story town national.,Reason keep pick move. They series my believe.,Critical,2025-11-20,Jane,Completed,Documentation,9.2,2025-10-21 04:33:31
582,Early man third.,Anyone yet too time future grow quality eye. Various think final table rule continue man.,High,2025-11-09,Dia,On Hold,UI/UX,9.9,2025-10-26 22:26:16
583,Experience month cell.,Animal control science science lead interview add. Positive election development sometimes.,Critical,2025-11-21,Jo,Completed,Testing,3.8,2025-10-09 22:19:26
584,Certainly less eight political.,Boy radio keep return. His quality door lead no last. Night onto into level us improve yet.,High,2025-11-09,Shan,Completed,Documentation,6.2,2025-10-15 14:14:38
585,End try reality speech.,Else value they guess. Realize base occur raise analysis condition data.,Critical,2025-11-07,Shan,Completed,Feature,3.1,2025-10-25 08:42:48
586,Difficult paper partner decade center.,Color fly religious bit. Thus me boy yet hard night outside everybody. Media produce like laugh.,High,2025-11-14,Akin,Completed,Testing,6.8,2025-10-28 11:52:15
587,Plant education firm.,"There peace sing according.
More become various series test. Popular argue prevent make.",Low,2025-11-17,Jane,Completed,UI/UX,5.9,2025-10-27 06:35:18
