task_id,title,description,created_at,due_date,estimated_hours,actual_hours,assigned_user,status,task_type,priority,priority_score,tags,user_workload_hours,days_until_due,is_overdue
TASK-1344,Research optimization for auth/schema improvement,"This task involves researching documentation related to auth. Expected steps: analysis, design, implementation, testing.",2025-08-27 12:28:11,2025-09-14 12:28:11,25.9,22.0,,in_progress,documentation,high,41.85,"backend,research",39.3,18,1
TASK-1345,Research refactor for profile/endpoint improvement,"This task involves implementing an API change related to profile. Expected steps: investigation, fix, release.",2025-09-13 22:19:28,2025-09-19 22:19:28,13.2,11.3,user_1,blocked,bug,high,36.7,"backend,perf,api",13.2,6,1
TASK-1346,Write bug for database/endpoint,"This task involves fixing an API change related to database. Expected steps: analysis, design, implementation, testing.",2025-08-26 07:19:20,2025-09-15 07:19:20,26.6,28.5,user_20,in_progress,bug,high,40.25,"bugfix,db,ci",53.8,20,1
TASK-1347,Update doc update documentation for UI/schema,"This task involves researching a bug related to UI. Expected steps: write tests, refactor, deploy.",2025-09-21 06:42:29,2025-09-30 06:42:29,31.0,17.5,user_22,blocked,documentation,high,34.49,research,46.6,9,1
TASK-1348,Research bug for search/email flow improvement,"This task involves writing documentation related to search. Expected steps: design, implementation.",2025-09-06 19:34:52,2025-09-22 19:34:52,39.2,22.6,user_13,open,maintenance,high,38.88,"db,docs,backend",54.8,16,1
TASK-1349,Update bug documentation for database/checkout,"This task involves fixing a bug related to database. Expected steps: investigation, fix, release.",2025-09-16 21:58:41,2025-09-17 21:58:41,36.0,28.2,user_21,open,bug,high,43.52,"bugfix,api",54.3,1,1
TASK-1350,Refactor optimization in auth/ETL,"This task involves researching performance improvement related to auth. Expected steps: write tests, refactor, deploy.",2025-09-18 22:04:58,2025-10-13 22:04:58,32.7,30.6,user_8,open,maintenance,high,27.15,"api,ci,research",24.0,25,1
TASK-1351,Update refactor documentation for payment/email flow,"This task involves writing a bug related to payment. Expected steps: write tests, refactor, deploy.",2025-09-16 09:53:37,2025-09-26 09:53:37,26.3,28.8,user_2,done,feature,high,35.75,"backend,api",29.2,10,1
TASK-1352,Update feature documentation for profile/endpoint,"This task involves fixing a new feature related to profile. Expected steps: analysis, design, implementation, testing.",2025-09-15 04:34:46,2025-10-04 04:34:46,10.3,14.9,user_26,in_progress,documentation,high,29.56,"frontend,ci",20.4,19,1
TASK-1353,Write bug for auth/search ranking,"This task involves implementing an API change related to auth. Expected steps: write tests, refactor, deploy.",2025-09-21 19:13:55,2025-10-19 19:13:55,35.1,44.1,user_19,open,bug,high,24.2,perf,39.2,28,1
TASK-1354,Research feature for reports/login flow improvement,"This task involves updating a new feature related to reports. Expected steps: analysis, design, implementation, testing.",2025-08-29 18:23:12,2025-08-31 18:23:12,36.3,34.6,user_4,in_progress,feature,high,52.94,backend,6.9,2,1
TASK-1355,Refactor bug in reports/endpoint,"This task involves implementing performance improvement related to reports. Expected steps: investigation, fix, release.",2025-09-17 22:39:45,2025-10-11 22:39:45,27.5,27.3,user_22,in_progress,feature,high,28.11,frontend,35.6,24,1
TASK-1356,Write doc update for payment/checkout,"This task involves implementing performance improvement related to payment. Expected steps: design, implementation.",2025-09-14 11:42:01,2025-10-02 11:42:01,7.4,5.2,user_19,open,bug,high,31.44,"ci,db,bugfix",0.9,18,1
TASK-1357,Research bug for payment/login flow improvement,"This task involves implementing a bug related to payment. Expected steps: investigation, fix, release.",2025-09-06 02:02:50,2025-10-02 02:02:50,31.9,31.7,user_5,open,documentation,high,35.0,"docs,bugfix",36.6,26,1
TASK-1358,Fix optimization in reports/dashboard module,"This task involves refactoring a bug related to reports. Expected steps: investigation, fix, release.",2025-09-04 00:49:19,2025-09-05 00:49:19,22.8,20.8,user_17,done,research,high,45.87,"security,docs,perf",46.2,1,1
TASK-1359,Update bug documentation for API/schema,"This task involves implementing a bug related to API. Expected steps: design, implementation.",2025-09-14 03:44:34,2025-10-14 03:44:34,19.5,21.4,user_22,done,bug,high,27.12,"docs,db",15.1,30,1
TASK-1360,Refactor bug in profile/login flow,"This task involves updating a bug related to profile. Expected steps: design, implementation.",2025-08-29 08:09:36,2025-08-30 08:09:36,19.9,15.0,user_29,open,maintenance,high,49.44,"db,docs",44.8,1,1
TASK-1361,Write doc update for API/checkout,"This task involves implementing a bug related to API. Expected steps: design, implementation.",2025-09-15 17:32:45,2025-10-13 17:32:45,8.8,10.2,,open,research,high,24.18,"bugfix,docs",55.7,28,1
TASK-1362,Research doc update for UI/search ranking improvement,"This task involves implementing performance improvement related to UI. Expected steps: design, implementation.",2025-09-12 13:25:21,2025-09-21 13:25:21,8.9,13.0,user_23,in_progress,documentation,high,33.96,"perf,db",10.3,9,1
TASK-1363,Write refactor for API/schema,"This task involves implementing an API change related to API. Expected steps: design, implementation.",2025-09-10 22:36:53,2025-09-28 22:36:53,34.3,33.2,user_28,in_progress,feature,high,37.32,"research,frontend",43.8,18,1
TASK-1364,Update doc update documentation for API/endpoint,"This task involves researching an API change related to API. Expected steps: design, implementation.",2025-09-20 08:28:47,2025-10-09 08:28:47,37.9,42.5,,done,maintenance,high,34.98,perf,44.0,19,1
TASK-1365,Refactor refactor in auth/search ranking,"This task involves researching performance improvement related to auth. Expected steps: analysis, design, implementation, testing.",2025-09-07 04:07:30,2025-09-15 04:07:30,4.2,5.1,user_23,in_progress,feature,high,36.0,"docs,backend",1.0,8,1
TASK-1366,Update optimization documentation for database/dashboard,"This task involves refactoring an API change related to database. Expected steps: analysis, design, implementation, testing.",2025-09-22 21:23:25,2025-10-07 21:23:25,31.1,27.4,,in_progress,documentation,high,32.35,"frontend,backend,db",53.6,15,1
TASK-1367,Write doc update for analytics/login flow,"This task involves researching documentation related to analytics. Expected steps: design, implementation.",2025-09-17 05:30:20,2025-09-20 05:30:20,25.2,26.9,user_30,open,documentation,high,41.48,db,21.9,3,1
TASK-1368,Refactor doc update in auth/email flow,"This task involves implementing an API change related to auth. Expected steps: analysis, design, implementation, testing.",2025-09-10 10:06:48,2025-10-05 10:06:48,9.0,9.0,,open,bug,high,29.55,"ci,docs,security",19.2,25,1
TASK-1369,Write doc update for analytics/search ranking,"This task involves fixing a bug related to analytics. Expected steps: investigation, fix, release.",2025-09-03 22:55:50,2025-09-19 22:55:50,20.6,21.2,user_16,in_progress,research,high,40.62,"ci,api",48.0,16,1
TASK-1370,Update optimization documentation for payment/endpoint,"This task involves fixing a bug related to payment. Expected steps: write tests, refactor, deploy.",2025-09-20 12:53:18,2025-09-30 12:53:18,38.4,29.5,user_6,open,feature,high,37.16,security,57.1,10,1
TASK-1371,Fix refactor in database/search ranking module,"This task involves implementing performance improvement related to database. Expected steps: investigation, fix, release.",2025-09-06 04:51:39,2025-09-30 04:51:39,26.1,26.3,user_3,open,feature,high,36.39,"api,db,ci",39.3,24,1
TASK-1372,Write refactor for profile/reporting,"This task involves refactoring performance improvement related to profile. Expected steps: write tests, refactor, deploy.",2025-09-02 17:18:24,2025-09-07 17:18:24,36.0,41.4,user_26,open,maintenance,high,47.06,"frontend,bugfix",21.2,5,1
TASK-1373,Research feature for UI/reporting improvement,"This task involves updating an API change related to UI. Expected steps: investigation, fix, release.",2025-08-30 01:36:33,2025-09-05 01:36:33,33.7,48.4,user_22,blocked,feature,high,47.43,api,34.5,6,1
TASK-1374,Research feature for database/email flow improvement,"This task involves implementing an API change related to database. Expected steps: analysis, design, implementation, testing.",2025-09-13 13:33:56,2025-09-25 13:33:56,6.8,8.8,user_6,in_progress,bug,high,35.46,"perf,bugfix",56.9,12,1
TASK-1375,Write refactor for UI/login flow,"This task involves refactoring documentation related to UI. Expected steps: investigation, fix, release.",2025-09-07 19:34:59,2025-09-17 19:34:59,38.8,63.9,user_19,in_progress,research,high,44.4,"api,backend",43.9,10,1
TASK-1376,Fix bug in UI/ETL module,"This task involves writing a bug related to UI. Expected steps: write tests, refactor, deploy.",2025-09-12 02:58:59,2025-09-20 02:58:59,18.4,14.2,user_2,in_progress,feature,high,38.6,research,11.7,8,1
TASK-1377,Fix bug in analytics/user profile module,"This task involves refactoring performance improvement related to analytics. Expected steps: design, implementation.",2025-09-08 07:30:08,2025-09-28 07:30:08,24.6,31.0,,done,documentation,high,34.91,"db,api,ci",22.4,20,1
TASK-1378,Write doc update for notifications/email flow,"This task involves researching an API change related to notifications. Expected steps: analysis, design, implementation, testing.",2025-08-31 01:40:04,2025-09-29 01:40:04,18.3,19.3,,blocked,documentation,high,31.98,"db,ci,bugfix",50.1,29,1
TASK-1379,Refactor feature in payment/dashboard,"This task involves writing performance improvement related to payment. Expected steps: investigation, fix, release.",2025-08-26 13:58:14,2025-09-14 13:58:14,30.5,50.5,user_14,in_progress,documentation,high,43.17,"perf,bugfix,docs",11.2,19,1
TASK-1380,Research optimization for database/ETL improvement,"This task involves fixing documentation related to database. Expected steps: investigation, fix, release.",2025-09-08 10:07:11,2025-10-02 10:07:11,19.1,14.5,user_1,open,documentation,high,34.6,"perf,backend,research",25.0,24,1
TASK-1381,Research bug for API/login flow improvement,"This task involves writing performance improvement related to API. Expected steps: analysis, design, implementation, testing.",2025-09-11 13:34:09,2025-09-23 13:34:09,23.7,17.7,user_28,open,maintenance,high,40.11,api,30.8,12,1
TASK-1382,Refactor feature in auth/schema,"This task involves refactoring a bug related to auth. Expected steps: design, implementation.",2025-09-03 04:32:16,2025-10-02 04:32:16,28.0,23.0,user_2,open,maintenance,high,34.78,"frontend,research",17.5,29,1
TASK-1383,Update feature documentation for payment/ETL,"This task involves updating a new feature related to payment. Expected steps: analysis, design, implementation, testing.",2025-09-11 13:28:35,2025-09-17 13:28:35,22.2,8.1,,blocked,documentation,high,39.3,"api,backend,ci",49.4,6,1
TASK-1384,Fix doc update in UI/ETL module,"This task involves writing performance improvement related to UI. Expected steps: write tests, refactor, deploy.",2025-09-03 19:23:34,2025-10-03 19:23:34,7.4,6.2,user_17,open,feature,high,30.46,"ci,security,backend",25.0,30,1
TASK-1385,Fix bug in payment/dashboard module,"This task involves researching documentation related to payment. Expected steps: investigation, fix, release.",2025-09-14 07:55:26,2025-09-19 07:55:26,32.9,25.4,,in_progress,documentation,high,39.94,"frontend,backend",13.3,5,1
TASK-1386,Update doc update documentation for UI/endpoint,"This task involves implementing a new feature related to UI. Expected steps: design, implementation.",2025-09-23 00:45:58,2025-10-07 00:45:58,27.9,29.2,user_3,open,maintenance,high,32.87,docs,6.5,14,1
TASK-1387,Update bug documentation for analytics/reporting,"This task involves researching a bug related to analytics. Expected steps: investigation, fix, release.",2025-08-25 21:31:48,2025-09-04 21:31:48,27.0,29.8,user_26,open,research,high,45.93,bugfix,40.2,10,1
TASK-1388,Fix doc update in payment/dashboard module,"This task involves refactoring documentation related to payment. Expected steps: investigation, fix, release.",2025-08-29 09:58:07,2025-09-15 09:58:07,31.5,49.2,user_17,in_progress,bug,high,44.9,security,13.0,17,1
TASK-1389,Implement refactor for database/dashboard feature,"This task involves fixing a bug related to database. Expected steps: design, implementation.",2025-09-21 05:06:39,2025-10-19 05:06:39,28.6,36.8,user_19,open,bug,high,24.12,"db,ci",12.9,28,1
TASK-1390,Implement doc update for search/checkout feature,"This task involves fixing performance improvement related to search. Expected steps: analysis, design, implementation, testing.",2025-09-09 04:34:16,2025-09-25 04:34:16,30.7,25.4,user_18,in_progress,bug,high,37.28,db,17.0,16,1
TASK-1391,Refactor feature in database/user profile,"This task involves refactoring performance improvement related to database. Expected steps: investigation, fix, release.",2025-09-23 03:32:25,2025-10-07 03:32:25,8.4,6.1,user_27,blocked,documentation,high,26.08,"perf,backend,db",26.3,14,1
